订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
DD20170816749368291864635726,E43A6E078A04172,6,6,13g无穷烤鸡小腿蜂蜜味,2017/1/8 13:05,A,已出货未退款,已提现
DD201708167493668955425951654,E43A6E078A04172,2,2,85g新麦潮北海道吐司,2017/1/8 15:54,A,已出货未退款,已提现
DD201708167493845110256964734,E43A6E078A07631,3,3,10g卫龙亲嘴烧香辣味,2017/1/8 19:53,D,已出货未退款,已提现
DD201708167493232951608628311,E43A6E078A04134,3,3,58g丽芝士纳宝帝奶酪威化饼干,2017/1/8 19:54,B,已出货未退款,已提现
DD201708167493954507533325107,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/8 19:54,B,已出货未退款,已提现
DD2017081620260594E9935E7EAB0,E43A6E078A07631,3,3,熊字饼,2017/1/8 19:54,D,已出货未退款,已提现
DD2017060120342069B41A466BA7E,E43A6E078A04172,25,25,芙蓉王,2017/1/8 19:57,A,已出货未退款,已提现
DD20170816749352952971861448,E43A6E078A04134,6.5,6.5,430g泰奇八宝粥,2017/1/8 19:57,B,已出货未退款,已提现
DD201706012031356841DE45CB2AD,E43A6E078A04134,6,6,红牛,2017/1/8 19:57,B,已出货未退款,已提现
DD2017081620380514493D1D7622E,E43A6E078A07631,3.5,3.5,王老吉（罐）,2017/1/8 19:57,D,已出货未退款,已提现
DD201708167493691394795512197,E43A6E078A06874,4,4,阿萨姆奶茶,2017/1/8 20:00,E,已出货未退款,已提现
DD20170816205246201C412D745E2,E43A6E078A04134,3,3,芬达330ml,2017/1/8 20:02,B,已出货未退款,已提现
DD2017060120471628CE832C32F0B,E43A6E078A04134,3,3,统一冰红茶,2017/1/8 20:03,B,已出货未退款,已提现
DD20170816210341389EB76D992E5,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/1/8 20:03,E,已出货未退款,已提现
DD201708167493845500463961625,E43A6E078A04172,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/1/8 20:04,A,已出货未退款,已提现
DD201708167493690717606097039,E43A6E078A06874,4,4,阿萨姆奶茶,2017/1/8 20:05,E,已出货未退款,已提现
DD2017060120514812D43CAF70DC3,E43A6E078A04228,1,1,咪咪,2017/1/8 20:06,C,已出货未退款,已提现
DD20170816210550524D4BEBB7F01,E43A6E078A06874,4,4,阿萨姆奶茶,2017/1/8 20:06,E,已出货未退款,已提现
DD201708167493235495816776406,E43A6E078A04228,3,3,58g丽芝士纳宝帝奶酪威化饼干,2017/1/8 20:07,C,已出货未退款,已提现
DD2017060120544883EA923FE753A,E43A6E078A04228,2,2,怡宝纯净水,2017/1/8 20:07,C,已出货未退款,已提现
DD20170816211027871DC7EA8AD2B,E43A6E078A07631,3,3,伊利纯牛奶,2017/1/8 20:07,D,已出货未退款,已提现
DD201708167493846161880196252,E43A6E078A04228,3,3,12g劲仔小鱼麻辣味,2017/1/8 20:09,C,已出货未退款,已提现
DD20170601210614902B25B8B47E8,E43A6E078A07631,4,4,营养快线,2017/1/8 20:10,D,已出货未退款,已提现
DD201708162115352533939EFBFFA,E43A6E078A06874,3,3,可口可乐330ml,2017/1/8 20:10,E,已出货未退款,已提现
DD20170601210846397507C251A36,E43A6E078A04228,2,2,伊利优酸乳,2017/1/8 20:12,C,已出货未退款,已提现
DD201708162124327604BDCC89AC6,E43A6E078A06874,3,3,雪碧最新款,2017/1/8 20:12,E,已出货未退款,已提现
DD2017081621352090B0418A99ED7,E43A6E078A04172,1.5,1.5,鸭翅,2017/1/8 20:13,A,已出货未退款,已提现
DD20170601211213739384DD88267,E43A6E078A04134,6,6,红牛,2017/1/8 20:13,B,已出货未退款,已提现
DD201708167493846497027003763,E43A6E078A07631,5.5,5.5,85g统一老坛酸菜牛肉面,2017/1/8 20:14,D,已出货未退款,已提现
DD20170816749373549732663964,E43A6E078A04134,3.5,3.5,维他原味豆奶,2017/1/8 20:15,B,已出货未退款,已提现
DD2017081621573918C354FF467CD,E43A6E078A04134,3,3,怡宝纯净水,2017/1/8 20:15,B,已出货未退款,已提现
DD20170601212346890C5851D3E88,E43A6E078A04228,4,4,阿萨姆奶茶,2017/1/8 20:15,C,已出货未退款,已提现
DD20170816749384668893270771,E43A6E078A04172,5.5,5.5,205g伊利安慕希原味,2017/1/8 20:17,A,已出货未退款,已提现
DD2017060216111640FAFF316059C,E43A6E078A04172,6,6,红牛,2017/1/8 20:19,A,已出货未退款,已提现
DD201708167493846958363111249,E43A6E078A04228,4.5,4.5,250ml燕塘原味酸奶,2017/1/8 20:20,C,已出货未退款,已提现
DD201708162206557068091CE19A3,E43A6E078A04134,3.5,3.5,统一绿茶,2017/1/8 20:22,B,已出货未退款,已提现
DD201708167493735277133325494,E43A6E078A04228,3.5,3.5,250ml燕塘原味酸奶,2017/1/8 20:22,C,已出货未退款,已提现
DD201708167493529849068514902,E43A6E078A04228,4,4,68g好丽友巧克力派2枚,2017/1/8 20:22,C,已出货未退款,已提现
DD2017060121320319CB03D23F5F4,E43A6E078A04228,2.5,2.5,伊利优酸乳,2017/1/8 20:22,C,已出货未退款,已提现
DD201708162209439686672F334A5,E43A6E078A04172,2,2,怡宝纯净水,2017/1/8 20:23,A,已出货未退款,已提现
DD20170601213303131742CFF2173,E43A6E078A04228,2,2,怡宝纯净水,2017/1/8 20:23,C,已出货未退款,已提现
DD201708167493847144280155851,E43A6E078A04228,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/1/8 20:24,C,已出货未退款,已提现
DD201708167493552479531819367,E43A6E078A06874,6,6,红牛,2017/1/8 20:25,E,已出货未退款,已提现
DD201708167493847389596743784,E43A6E078A07631,3.2,3.2,2g韩国海牌海苔,2017/1/8 20:30,D,已出货未退款,已提现
DD201708167493529868800092623,E43A6E078A04134,1.5,1.5,劲仔小鱼（卤香味）,2017/1/8 20:32,B,已出货未退款,已提现
DD2017060121331074F1794E4A25B,E43A6E078A04134,3,3,维他奶,2017/1/8 20:32,B,已出货未退款,已提现
DD20170816222653574CBF80DBAD8,E43A6E078A06874,2,2,怡宝纯净水,2017/1/8 20:32,E,已出货未退款,已提现
DD201708167493847721207999786,E43A6E078A07631,4.5,4.5,40g乐事薯片黄瓜味,2017/1/8 20:33,D,已出货未退款,已提现
DD201708167493847814827171603,E43A6E078A04134,4.5,4.5,50g上好佳日式鱼果,2017/1/8 20:34,B,已出货未退款,已提现
DD201708167493847911420549652,E43A6E078A07631,9,9,40g乐事薯片黄瓜味,2017/1/8 20:35,D,已出货未退款,已提现
DD201708167493848032308682685,E43A6E078A07631,6.5,6.5,70g乐事薯片（黄瓜味）,2017/1/8 20:36,D,已出货未退款,已提现
DD2017060121564084EAA7A4A4B45,E43A6E078A04134,6,6,安慕希酸奶,2017/1/8 20:37,B,已出货未退款,已提现
DD201708167493344844646949063,E43A6E078A06874,3,3,250ml维他原味豆奶,2017/1/8 20:37,E,已出货未退款,已提现
DD2017081622314154D7173F6C3AA,E43A6E078A06874,4,4,阿萨姆奶茶,2017/1/8 20:37,E,已出货未退款,已提现
DD201708167493482560544566596,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/1/8 20:38,E,已出货未退款,已提现
DD2017081623403033E3EB4233894,E43A6E078A04172,3,3,果粒橙,2017/1/8 20:42,A,已出货未退款,已提现
DD20170601222214749D7B9BDBA09,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/8 20:42,B,已出货未退款,已提现
DD2017060122235124B546F05D0E6,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/1/8 20:46,B,已出货未退款,已提现
DD2017081623593536C664BA2EF7A,E43A6E078A07631,2,2,怡宝纯净水,2017/1/8 20:46,D,已出货未退款,已提现
DD201708167493848258789431446,E43A6E078A04172,2.5,2.5,无穷农场盐_鸡蛋,2017/1/8 20:48,A,已出货未退款,已提现
DD2017060122305310D1D2FB7E540,E43A6E078A04134,4,4,阿萨姆奶茶,2017/1/8 20:49,B,已出货未退款,已提现
DD2017081700065634C2F3D589F36,E43A6E078A04228,4.5,4.5,脉动,2017/1/8 20:49,C,已出货未退款,已提现
DD20170601225150489AD31565C02,E43A6E078A04134,2.5,2.5,可口可乐330ml,2017/1/8 20:52,B,已出货未退款,已提现
DD201708170008509081FAB5D2594,E43A6E078A04228,6,6,红牛,2017/1/8 20:52,C,已出货未退款,已提现
DD201708167493848317297815434,E43A6E078A04172,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017/1/8 20:55,A,已出货未退款,已提现
DD2017060122582537EBC7B080F0B,E43A6E078A04134,3.5,3.5,冰糖雪梨,2017/1/8 20:56,B,已出货未退款,已提现
DD20170817003503193B76D5E24B0,E43A6E078A06874,3,3,雪碧最新款,2017/1/8 20:56,E,已出货未退款,已提现
DD201708167493848471518045171,E43A6E078A07631,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/8 20:58,D,已出货未退款,已提现
DD201708167493529997285458358,E43A6E078A04134,5.5,5.5,统一来一桶香辣老坛酸菜牛肉面,2017/1/8 21:00,B,已出货未退款,已提现
DD201708170106118064413A79F4A,E43A6E078A04134,3,3,怡宝纯净水,2017/1/8 21:00,B,已出货未退款,已提现
DD20170816749384860638563013,E43A6E078A07631,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/8 21:02,D,已出货未退款,已提现
DD2017081701083365D381ADBFC82,E43A6E078A04134,3,3,怡宝纯净水,2017/1/8 21:03,B,已出货未退款,已提现
DD20170601231519540A634B7D900,E43A6E078A04228,4,4,阿萨姆奶茶,2017/1/8 21:03,C,已出货未退款,已提现
DD201708167493848977881056171,E43A6E078A04134,3,3,250ml维他奶黑豆奶饮品,2017/1/8 21:04,B,已出货未退款,已提现
DD201708167493849016392973028,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/1/8 21:05,B,已出货未退款,已提现
DD201708167493849176273799289,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/1/8 21:06,A,已出货未退款,已提现
DD201708167493849337984472767,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/8 21:07,A,已出货未退款,已提现
DD201708167493530016891001938,E43A6E078A04134,4.5,4.5,40g乐事美国经典原味,2017/1/8 21:10,B,已出货未退款,已提现
DD2017060123200236F26E95767C5,E43A6E078A04134,2,2,怡宝纯净水,2017/1/8 21:10,B,已出货未退款,已提现
DD2017081701510215C417B5E8EA5,E43A6E078A07631,1,1,香豆干,2017/1/8 21:10,D,已出货未退款,已提现
DD201708167493735143786884669,E43A6E078A07631,3.5,3.5,250ml维他奶巧克力味,2017/1/8 21:11,D,已出货未退款,已提现
DD2017081702312515E62FC80DC80,E43A6E078A07631,1,1,香豆干,2017/1/8 21:11,D,已出货未退款,已提现
DD201708167493326143922739739,E43A6E078A06874,6,6,250ml维他柠檬茶,2017/1/8 21:12,E,已出货未退款,已提现
DD201708167493325980806094805,E43A6E078A06874,4.5,4.5,250ml燕塘红枣牛奶,2017/1/8 21:15,E,已出货未退款,已提现
DD20170601235936895056B645BA0,E43A6E078A04172,4,4,阿萨姆奶茶,2017/1/8 21:16,A,已出货未退款,已提现
DD2017060123544189E794D0B3241,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/1/8 21:16,C,已出货未退款,已提现
DD2017060123225046208C4C55828,E43A6E078A07631,3,3,卫龙大面筋,2017/1/8 21:16,D,已出货未退款,已提现
DD20170817023256100132ADE8ABA,E43A6E078A06874,3,3,统一冰红茶,2017/1/8 21:16,E,已出货未退款,已提现
DD2017060200003189FF0908B630F,E43A6E078A04134,4,4,脉动,2017/1/8 21:17,B,已出货未退款,已提现
DD20170817030257688FEFADA5FD3,E43A6E078A06874,3,3,统一冰红茶,2017/1/8 21:17,E,已出货未退款,已提现
DD201708167493849545223043555,E43A6E078A04172,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/8 21:20,A,已出货未退款,已提现
DD201708170329342166182F9E6E6,E43A6E078A04172,4,4,营养快线,2017/1/8 21:21,A,已出货未退款,已提现
DD2017060202155218D9E84695B9F,E43A6E078A04134,3,3,百事可乐500ml,2017/1/8 21:21,B,已出货未退款,已提现
DD201706020009471054107347700,E43A6E078A04228,3.5,3.5,统一绿茶,2017/1/8 21:21,C,已出货未退款,已提现
DD201708170408192432843823778,E43A6E078A04134,3,3,可口可乐最新款,2017/1/8 21:22,B,已出货未退款,已提现
DD2017060202161028F0D761FBE47,E43A6E078A07631,3.5,3.5,统一冰红茶,2017/1/8 21:22,D,已出货未退款,已提现
DD201708167493849668133244877,E43A6E078A04172,5,5,85g统一老坛酸菜牛肉面,2017/1/8 21:23,A,已出货未退款,已提现
DD2017060204030888D5E335DE49B,E43A6E078A04172,3,3,雪碧最新款,2017/1/8 21:24,A,已出货未退款,已提现
DD2017081704342066562C6C8E3F7,E43A6E078A04134,5,5,营养快线,2017/1/8 21:24,B,已出货未退款,已提现
DD2017081705115515BD1A35FBBBF,E43A6E078A04134,3,3,怡宝纯净水,2017/1/8 21:25,B,已出货未退款,已提现
DD201706020417145350D5447467F,E43A6E078A06874,3,3,雪碧最新款,2017/1/8 21:25,E,已出货未退款,已提现
DD2017060205265595FBDC365D9CE,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/1/8 21:26,A,已出货未退款,已提现
DD201708167493735050315421801,E43A6E078A04134,3.5,3.5,500ml加多宝,2017/1/8 21:26,B,已出货未退款,已提现
DD201708170641547166F065422BA,E43A6E078A04134,5,5,王老吉（500ml）,2017/1/8 21:26,B,已出货未退款,已提现
DD201706020726053423798FC895C,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/8 21:27,B,已出货未退款,已提现
DD2017081708092259D04FFCAECC5,E43A6E078A06874,3,3,熊字饼,2017/1/8 21:27,E,已出货未退款,已提现
DD201708167493849726526063274,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/1/8 21:31,A,已出货未退款,已提现
DD2017081674938497972051053,E43A6E078A04172,4.8,4.8,诗竹竹纤维面巾纸,2017/1/8 21:32,A,已出货未退款,已提现
DD201708167493849876411665177,E43A6E078A04228,10,10,味之不规则饼干（芝士味）,2017/1/8 21:34,C,已出货未退款,已提现
DD20170816749384989580706047,E43A6E078A07631,0.6,0.6,10g卫龙亲嘴烧香辣味,2017/1/8 21:41,D,已出货未退款,已提现
DD201708167493849964341770263,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/1/8 21:43,A,已出货未退款,已提现
DD201708167493849997234419398,E43A6E078A04172,2,2,85g新麦潮北海道吐司,2017/1/8 21:44,A,已出货未退款,已提现
DD201708167493324092467752323,E43A6E078A06874,13,13,250ml红牛,2017/1/8 21:45,E,已出货未退款,已提现
DD201708167493530378725778943,E43A6E078A04134,3,3,250ml维他柠檬茶,2017/1/8 21:46,B,已出货未退款,已提现
DD201706020743104643FB8D5879C,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/8 21:46,B,已出货未退款,已提现
DD2017081708120677D99AEED00BE,E43A6E078A06874,3,3,熊字饼,2017/1/8 21:46,E,已出货未退款,已提现
DD201708167493850596336153984,E43A6E078A04172,6.5,6.5,70g乐事薯片原味,2017/1/8 21:53,A,已出货未退款,已提现
DD201708167493322768978941707,E43A6E078A06874,3.5,3.5,250ML东鹏特饮,2017/1/8 21:54,E,已出货未退款,已提现
DD2017081708333877766276AB4D8,E43A6E078A04228,5,5,脉动,2017/1/8 21:55,C,已出货未退款,已提现
DD2017060207471041ED2C95CBB8B,E43A6E078A07631,2,2,香脆肠,2017/1/8 21:55,D,已出货未退款,已提现
DD20170602074901664BBC0CAA20C,E43A6E078A04172,3,3,卫龙大面筋,2017/1/8 21:56,A,已出货未退款,已提现
DD201708170834274125AF3586DFE,E43A6E078A04228,5,5,脉动,2017/1/8 21:56,C,已出货未退款,已提现
DD2017060207511066B5A2D440189,E43A6E078A06874,3.5,3.5,雪碧最新款,2017/1/8 21:56,E,已出货未退款,已提现
DD201708167493530494747287176,E43A6E078A04134,12,12,巧克力奶油味蛋糕,2017/1/8 21:57,B,已出货未退款,已提现
DD2017081709275986FC4E8AF8842,E43A6E078A04134,3,3,怡宝纯净水,2017/1/8 21:57,B,已出货未退款,已提现
DD2017060207531130F165A6352AB,E43A6E078A06874,4,4,冰糖雪梨,2017/1/8 21:57,E,已出货未退款,已提现
DD201708167493850845095111103,E43A6E078A07631,3,3,250ml维他柠檬茶,2017/1/8 22:01,D,已出货未退款,已提现
DD201708167493850983105083982,E43A6E078A04228,6,6,330ml伊利畅意乳酸菌原味,2017/1/8 22:03,C,已出货未退款,已提现
DD201708167493851137095860395,E43A6E078A04172,18,18,260g马来西亚进口茱蒂丝口口香饼干,2017/1/8 22:42,A,已出货未退款,已提现
DD201708167493851375071662282,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/8 22:46,A,已出货未退款,已提现
DD201708167493851519528963645,E43A6E078A04134,5,5,500ml统一阿萨姆奶茶,2017/1/8 22:47,B,已出货未退款,已提现
DD201708167493318901057456982,E43A6E078A06874,9,9,250ml燕塘红枣牛奶,2017/1/8 22:48,E,已出货未退款,已提现
DD201708167493318504723324602,E43A6E078A06874,0.8,0.8,20g咪咪虾条马来西亚风味,2017/1/8 22:50,E,已出货未退款,已提现
DD201708167493318158883886432,E43A6E078A06874,3.5,3.5,250ml燕塘原味酸奶,2017/1/8 22:54,E,已出货未退款,已提现
DD201708167493852149650990981,E43A6E078A04228,6,6,86g合味道海鲜风味,2017/1/8 22:55,C,已出货未退款,已提现
DD201708167493852232178374065,E43A6E078A07631,4.5,4.5,78g卫龙亲嘴语辣条,2017/1/8 22:56,D,已出货未退款,已提现
DD201708167493852545962421934,E43A6E078A07631,3,3,250ml维他奶低糖原味,2017/1/8 22:57,D,已出货未退款,已提现
DD201708167493316972850743194,E43A6E078A06874,2,2,145ml旺仔牛奶盒装,2017/1/8 23:13,E,已出货未退款,已提现
DD201708167493852728736703542,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/8 23:14,A,已出货未退款,已提现
DD201708167493852778067837835,E43A6E078A04134,4,4,85g新麦潮北海道吐司,2017/1/8 23:22,B,已出货未退款,已提现
DD201708167493734245856774657,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/1/8 23:23,B,已出货未退款,已提现
DD20170817095816649DDB43B1EFD,E43A6E078A04134,3.5,3.5,芬达330ml,2017/1/8 23:23,B,已出货未退款,已提现
DD201708167493852817849135021,E43A6E078A04172,5,5,500ml统一阿萨姆奶茶,2017/1/8 23:24,A,已出货未退款,已提现
DD201708167493733927279801038,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/1/8 23:26,B,已出货未退款,已提现
DD20170817100354192E62848F661,E43A6E078A04134,3,3,怡宝纯净水,2017/1/8 23:26,B,已出货未退款,已提现
DD2017060208293796BA4B4BDCBB5,E43A6E078A06874,25,25,芙蓉王,2017/1/8 23:26,E,已出货未退款,已提现
DD201708167493316768763448677,E43A6E078A06874,2.5,2.5,250ml维他原味豆奶,2017/1/8 23:32,E,已出货未退款,已提现
DD201708167493315832217512483,E43A6E078A06874,4.5,4.5,250ml燕塘原味酸奶,2017/1/8 23:33,E,已出货未退款,已提现
DD20170816749385312346742734,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/1/8 23:34,B,已出货未退款,已提现
DD201708167493853311020297833,E43A6E078A04172,4.5,4.5,500ml加多宝,2017/1/8 23:35,A,已出货未退款,已提现
DD201708167493853341888124089,E43A6E078A04172,6.5,6.5,430g泰奇八宝粥,2017/1/9 0:03,A,已出货未退款,已提现
DD201708167493314043410789646,E43A6E078A06874,3.5,3.5,250ml燕塘原味酸奶,2017/1/9 0:04,E,已出货未退款,已提现
DD2017081710050945C0500C3E615,E43A6E078A04134,3,3,怡宝纯净水,2017/1/9 0:05,B,已出货未退款,已提现
DD2017060208494752D401E8BBA62,E43A6E078A06874,3,3,熊字饼,2017/1/9 0:05,E,已出货未退款,已提现
DD201708167493853558494654279,E43A6E078A04172,4,4,55g奥利奥原味芝士饼干,2017/1/9 0:06,A,已出货未退款,已提现
DD2017060208524593229F73E6CF0,E43A6E078A04172,3,3,果粒橙,2017/1/9 0:07,A,已出货未退款,已提现
DD201708171005481749D907ABC99,E43A6E078A04134,3.5,3.5,果粒橙,2017/1/9 0:07,B,已出货未退款,已提现
DD201708171031191556090430FA7,E43A6E078A04134,4,4,王老吉（罐）,2017/1/9 0:09,B,已出货未退款,已提现
DD2017060208530733242FE47E490,E43A6E078A07631,3,3,果粒橙,2017/1/9 0:09,D,已出货未退款,已提现
DD201708167493311595337758128,E43A6E078A06874,3.5,3.5,250ml燕塘红枣牛奶,2017/1/9 0:17,E,已出货未退款,已提现
DD201708167493854275314353149,E43A6E078A04172,6,6,86g合味道海鲜风味,2017/1/9 0:19,A,已出货未退款,已提现
DD201708167493854460959029562,E43A6E078A07631,1.6,1.6,20g咪咪虾条马来西亚风味,2017/1/9 0:20,D,已出货未退款,已提现
DD201708167493854706408608815,E43A6E078A04172,4.5,4.5,50g上好佳日式鱼果,2017/1/9 0:21,A,已出货未退款,已提现
DD201708167493854798080245479,E43A6E078A04172,4.5,4.5,50g双层百力滋奶咖味,2017/1/9 0:34,A,已出货未退款,已提现
DD201708167493854903105300404,E43A6E078A04134,4.5,4.5,500ml加多宝,2017/1/9 1:24,B,已出货未退款,已提现
DD201708167493854947076212957,E43A6E078A04172,6.5,6.5,250ml红牛,2017/1/9 2:06,A,已出货未退款,已提现
